pg_id,q_num,topic,ffvalue,q_id,r_id,debate_id,source,triple_id,q_text,r_text
7,3,climate change,-3,363621,363638,5939,123,4915,"Around the world, thousands of scientists have devoted their professional lives to studying the climate. Not centrally organised, they sometimes build temporary affiliations but they remain scientists throughout &#8211; that is, they are independent, constantly challenge each other and are committed to searching for truth through objective, independently verifiable evidence.
Overwhelmingly, this evidence has led to four conclusions. The first is that the world is warming. The global average temperature has increased by about 0.8 degrees since 1850, with most of the increase occurring since 1950. The warming varies among decades because of natural fluctuations but the overall trend has been inexorably upward.
Warming is evident in other indicators, such as rising sea levels and reduced sea-ice and snow cover. Of these, the most important measure is the extra heat in the oceans, which is steadily rising. Claims that climate change has reversed since 1998 are misrepresentations of the full data.
The second conclusion is that the dominant cause of the warming since about 1950 is the increase in the atmospheric concentrations of greenhouse gases released by human activities, of which carbon dioxide (CO2) is the most important.
This critical conclusion is based on several independent lines of evidence, including basic physics, studies of climate changes in both in the geological past and in the industrial era, and finally &#8211; but far from solely &#8211; from the predictions of climate models. Together, these provide an overwhelming case that increasing greenhouse gas concentrations cause warming, and that CO2 is the largest contributor to the current warming trend.
Other contributors include changes in the sun&#8217;s output associated with sunspots and solar flares, and volcanic dust. However, if these were solely responsible for temperature changes since 1850, the world should have cooled over the past half-century rather than warming at an increasing rate.
The third conclusion is that warming will increase in future, if emissions of CO2 and other greenhouse gases maintain their present paths. ""Business as usual"" scenarios for future emissions lead to likely global temperature increases of up to six degrees above present temperatures by 2100.
These are dramatic temperature increases, which would be accompanied by major disruptions to food supplies, river flows and water availability, significant and ongoing rises in sea level (of up to about a metre by 2100 and potentially metres over longer times), disease threats, disruptions to ecosystems including the extinction of many species, and social and geopolitical destabilisation.
The fourth conclusion is that climate change cannot be reversed for many centuries, because of the massive heat stores in the world&#8217;s oceans. Even if CO2 and other greenhouse gas concentrations were stabilised today at their present levels, a further warming of at least 0.6 degrees would inevitably follow (on top of the 0.8 degrees observed since 1850) and sea-level rise would continue for centuries to millenniums.
These four conclusions have been known and agreed among thousands of independent climate scientists for more than a decade. However, new findings suggest that the situation is, if anything, more serious than the assessment of just a few years ago.
The heightened concern among climate scientists arises from a growing realisation that climate change can be accelerated beyond current predictions by reinforcing ""climate feedbacks"", which contribute to climate change and are accelerated as it occurs, thus causing climate change to feed on itself. When these feedbacks are sufficiently strong they become ""climate tipping points"" which can flip the climate into a new state with essentially no way to recover.
Several feedbacks are of immediate concern. Interactions between climate and the earth&#8217;s carbon cycle (the exchange of carbon between the atmosphere, the land and the oceans) will act to accelerate climate change if sinks do not keep pace with emissions (as is already happening) and/or if previously stable carbon stores are released to the atmosphere under climate change, for example by the thawing of carbon-rich frozen soils.
Accelerated polar warming will cause loss of ice and a consequent darkening of the surface, leading to more heat absorption and faster warming. Atmospheric concentrations of aerosols (tiny particulates) are likely to decrease in future as nations improve air quality, leading to accelerated warming as the cooling effect of aerosols is reduced.
Oceans are becoming more acidic as a consequence of increased CO2 in the atmosphere. When CO2 concentrations exceed levels to be reached by 2035 under business-as-usual emissions scenarios, there will be severe disruptions to marine ecosystems (including the Great Barrier Reef and ocean food chains), which will endanger fisheries and weaken the uptake of CO2 by oceans.
Temperature rises of two to three degrees (or higher) carry a high risk of irreversible decay of the Greenland ice sheet from surface warming alone, leading to a sea level rise of up to about seven metres. Destabilisation of the West Antarctic Ice Sheet would cause a further few metres of sea-level rise.
A climate conference in Copenhagen in March concluded that societies were highly vulnerable to even modest levels of climate change, with poor nations and communities particularly at risk. Temperature rises above two degrees will be very difficult for contemporary societies to cope with and will increase the level of climate disruption through the rest of the century.
All of these concerns are firmly grounded in science. They have led the great majority of climate scientists to conclude (paraphrasing the summary of the Copenhagen conference) that rapid, sustained and effective emissions reductions are required to avoid &#8216;&#8216;dangerous climate change&#8217;&#8217;, regardless of how it is defined.
Higher future emissions increase the risk of crossing climate tipping points and they increase the likelihood that the long-term social and economic costs of both adaptation and mitigation will be higher.
This article was written by Michael Raupach and John Church, CSIRO; David Griggs, Amanda Lynch and Neville Nicholls, Monash University; Nathan Bindoff, Antarctic Climate and Ecosystems Co-operative Research Centre; Matthew England and Andy Pitman, University of NSW; Ann Henderson-Sellers and Lesley Hughes, Macquarie University; Ove Hoegh-Guldberg, University of Queensland; Roger Jones, Victoria University; David Karoly, University of Melbourne; and Tony McMichael and Will Steffen, Australian National University.
Climate change poised to feed on itself - Opinion - smh.com.au
","Well, I am in good company.
See you in hell then before it freezes over.
Gee! the power of the documentary, it caused global cooling. so the pen is mightier than CO2
"
7,4,abortion,4.2,84195,84261,4019,4F,-1,"'Life threatening condition that is always physically harmful'? What a giant load of steamy BS. Rarely is pregnancy physically harmful and even rarer is it life threatening. There are over 6 Billion people on this earth today. If motherhood was so damn dangerous, don't you think the population would be a lot lower, even if it was just due to mothers keeling over after giving birth? 
 emoticon_rolleyes 
 Where do you get this BS from, Planned Parenthood?","Pregnancy is ALWAYS physically harmful. You try carrying a load of extra weight about and see what that does to your heart. It is also always life threatening - women still die from it and you never know how childbirth is going to go.
 
 These are the normal, frequent or expectable temporary side effects of pregnancy: 
 
 -- exhaustion (weariness common from first weeks) 
 -- altered appetite and senses of taste and smell 
 -- nausea and vomiting (50% of women, first trimester) 
 -- heartburn and indigestion 
 -- constipation 
 -- weight gain 
 -- dizziness and light-headedness 
 -- bloating, swelling, fluid retention 
 -- hemmorhoids 
 -- abdominal cramps 
 -- yeast infections 
 -- congested, bloody nose 
 -- acne and mild skin disorders 
 -- skin discoloration (chloasma, face and abdomen) 
 -- mild to severe backache and strain 
 -- increased headaches 
 -- difficulty sleeping, and discomfort while sleeping 
 -- increased urination and incontinence 
 -- bleeding gums 
 -- pica 
 -- breast pain and discharge 
 -- swelling of joints, leg cramps, joint pain 
 -- difficulty sitting, standing in later pregnancy 
 -- inability to take regular medications 
 -- shortness of breath 
 -- higher blood pressure 
 -- hair loss 
 -- tendency to anemia 
 -- curtailment of ability to participate in some sports and activities 
 -- infection including from serious and potentially fatal disease (pregnant women are immune suppressed compared with non-pregnant women, and are more susceptible to fungal and certain other diseases) 
 -- extreme pain on delivery 
 -- hormonal mood changes, including normal post-partum depression 
 -- continued post-partum exhaustion and recovery period (exacerbated if a c-section -- major surgery -- is required, sometimes taking up to a full year to fully recover) 
 
 These are the normal, expectable, or frequent PERMANENT side effects of pregnancy: 
 
 -- stretch marks (worse in younger women) 
 -- loose skin 
 -- permanent weight gain or redistribution 
 -- abdominal and vaginal muscle weakness 
 -- pelvic floor disorder (occurring in as many as 35% of middle-aged former child-bearers and 50% of elderly former child-bearers, associated with urinary and rectal incontinence, discomfort and reduced quality of life) 
 -- changes to breasts 
 -- varicose veins 
 -- scarring from episiotomy or c-section 
 -- other permanent aesthetic changes to the body (all of these are downplayed by women, because the culture values youth and beauty) 
 -- increased proclivity for hemmorhoids 
 -- loss of dental and bone calcium (cavities and osteoporosis) 
 
 These are the occasional complications and side effects: 
 
 -- hyperemesis gravidarum 
 -- temporary and permanent injury to back 
 -- severe scarring requiring later surgery (especially after additional pregnancies) 
 -- dropped (prolapsed) uterus (especially after additional pregnancies, and other pelvic floor weaknesses -- 11% of women, including cystocele, rectocele, and enterocele) 
 -- pre-eclampsia (edema and hypertension, the most common complication of pregnancy, associated with eclampsia, and affecting 7 - 10% of pregnancies) 
 -- eclampsia (convulsions, coma during pregnancy or labor, high risk of death) 
 -- gestational diabetes 
 -- placenta previa 
 -- anemia (which can be life-threatening) 
 -- thrombocytopenic purpura 
 -- severe cramping 
 -- embolism (blood clots) 
 -- medical disability requiring full bed rest (frequently ordered during part of many pregnancies varying from days to months for health of either mother or baby) 
 -- diastasis recti, also torn abdominal muscles 
 -- mitral valve stenosis (most common cardiac complication) 
 -- serious infection and disease (e.g. increased risk of tuberculosis) 
 -- hormonal imbalance 
 -- ectopic pregnancy (risk of death) 
 -- broken bones (ribcage, 'tail bone') 
 -- hemorrhage and 
 -- numerous other complications of delivery 
 -- refractory gastroesophageal reflux disease 
 -- aggravation of pre-pregnancy diseases and conditions (e.g. epilepsy is present in .5% of pregnant women, and the pregnancy alters drug metabolism and treatment prospects all the while it increases the number and frequency of seizures) 
 -- severe post-partum depression and psychosis 
 -- research now indicates a possible link between ovarian cancer and female fertility treatments, including 'egg harvesting' from infertile women and donors 
 -- research also now indicates correlations between lower breast cancer survival rates and proximity in time to onset of cancer of last pregnancy 
 -- research also indicates a correlation between having six or more pregnancies and a risk of coronary and cardiovascular disease 
 
 These are some less common (but serious) complications: 
 
 -- peripartum cardiomyopathy 
 -- cardiopulmonary arrest 
 -- magnesium toxicity 
 -- severe hypoxemia/acidosis 
 -- massive embolism 
 -- increased intracranial pressure, brainstem infarction 
 -- molar pregnancy, gestational trophoblastic disease (like a pregnancy-induced cancer) 
 -- malignant arrhythmia 
 -- circulatory collapse 
 -- placental abruption 
 -- obstetric fistula 
 
 And a few more permanent side effects: 
 
 -- future infertility 
 -- permanent disability 
 -- death.
 
 And I'm sure I've missed some."
7,5,evolution,-3.6,330795,334555,6810,123,6423,"Incapable of arguing without relying on the fallacy of changing the subject, false dichotomies (if not A, therefore B), and generally unable of actually discussing their beliefs on those beliefs' merits?
","You mean Intelligent Design, and straight forward logical, rational, common sense arguments that require reason to move to the next step, instead of ideological consensus... huh? go figure... Proponents of ID usually don't argue religiosity or scripture, they let the empirical evidence prove it, funny... that is what true science has always done. Verify the obvious, not ignore it in favor of some mindless postulations [oddly] convenient to how someone wants to live their life; amazing how that works out...
"
8,1,death penalty,-1.714285714,70399,70408,3375,4F,-1,"I don't agree with capital punishment because I believe all people have a right to life but I have to agree that the greater punishment for criminals is to keep them alive. Death is quick and easy, a life forced to live with what you have done is far greater punishment. Let them rot in a cage for the rest of their natural lives.","But if a loved one were murdered for simply protecting his/her family, what would life in prison do for justice? For you? For the low-life - but maybe get him paroled for some pacified, gutless reason/excuse?"
8,2,gay marriage,3.4,382712,382722,13708,4F,-1,"Lol just can't keep a good thing down can you Gans? I love how it is only you and Archie who have flocked to the thread in utter dismay... I'm sure Easy will be right behind carrying a crucifix to ward off the 'gay'.....
 
 And no I do not think it will be overturned and I am ecstatic that marriage equality has extended to our nations capitol. Let freedom ring baby!!!!","You interpret my request that you follow the rules and post a link, flocking here in utter dismay on my part? How consistently irrational of you jason. Anyway, it seems that you are celebrating prematurely at this point since Congress must approve this move before it's a done deal.
 DC City Council votes to legalize gay marriage
 (AP) - 4 hours ago
 WASHINGTON - Washington D.C.'s City Council has voted to legalize gay marriage in the nation's capital.
 Mayor Adrian Fenty has promised to sign the bill, which was co-sponsored by 10 of the council's 13 members. The final vote Tuesday was 11-2.
 The bill now goes to Congress, which has final say over the district's laws. Opponents say they'll try to get Congress or voters to overturn it.
 Passage of the bill is a victory for gay marriage supporters, who have been dealt a recent string of defeats in Maine, New York and New Jersey.
 Gay marriage is legal in Massachusetts, Connecticut, Iowa and Vermont. New Hampshire will begin issuing licenses in January.
 If Congress doesn't reject the bill, D.C. should start issuing marriage licenses around St. Patrick's Day.The Associated Press: DC City Council votes to legalize gay marriage"
8,3,climate change,-3.6,363626,363638,5939,123,4915,"You go on being a global cooling denialist, one day when hell freezes over you'll be sorry. Global cooling denialists are just like flat earthers and creationists.
Even Michael Mann, inventor of the now shamefully discredited ""hockey stick"" graph admits global temperatures are falling and predicts further temperature declines for the next 10 years.
The consensus is in, global warming hysteria is yesterday's news, global cooling hysteria is the new hot fad.
You now have the choice of opposing
a) Global Cooling
b) Swine Flu
c) China
for your dose of politically correct feel-good moralising. Please get on the bandwagon and choose one of the above to bloviate about until otherwise instructed.
Global cooling in fact began with the release of ""An Inconvenient Truth"". Temperatures are down just over 0.7 degrees since the day of release, with many scientists speculating that irony results in a negative feedback to the global temperature cycle. Accordingly, the locus of the global cooling trend is Al Gore's house, with his home town recording the coldest July since 1877. This cooling is taken place even when we take measurements from land based thermometers positioned on concrete slabs and near air conditioning outlets.
Sadly, the international community moved too slowly to be able to claim credit for this change in temperature trend. Had Kyoto been more successful, this variance could have been claimed as a trophy.
","Well, I am in good company.
See you in hell then before it freezes over.
Gee! the power of the documentary, it caused global cooling. so the pen is mightier than CO2
"
8,4,abortion,4,151291,151422,6072,4F,-1,"Not only that, to suggest that untold numbers of women would seek illegal abortions is a question-begging claim that has no grounding in history, logic, or reason. It is an unfounded, unproven claim. It is a betrayal to sound judgment to make decisions based upon unfounded predictions into the future.",But it is based on history. There is plenty of history showing that women had illegal abortions.
8,5,evolution,-3.4,298659,298693,3986,123,5510,"Of course we attack creationists! They're nuts! There's no way around that...
","You haven't got a point. You're so far from having a point that you make completely blunt things look dangerously pointy.
People who believe the Genesis account of creation are barkingly delusional and nobody else has any duty to humour them in any way with the possible exception of preventing them from harming themselves on pointy things.
"
9,1,gun control,4.5,3252,3816,1014,123,2483,"I don't know how old this is but I read today that the NRA was publicly against the illegality of teflon buillets and plastic guns. Teflon bullets sole purpose to pierce the body armor that police wear, and plastic guns the ability to pass through metal detectors. Am I not seeing something here or are these people just stupid?
","Here's something interesting on the subject. This is a quote from the 7th Edition of Military Small Arms of the 20th Century. the quote comes from Mr. Ian V. Hogg, who is, everyone can agree, an authority on the subject of small arms. He edited ""Jane's Infantry Weapons"" from 1972-1994. Mr. Hogg says:
""The other significant designe feature was the increasing use of synthetic materials - plastic, carbon fiber and so forth - ... In the early days, too, there was a good deal of to-do by the press over the prospect of a 'plastic pistol' which would be completely invisible to the X-ray eye of the airport baggage checker. Once the design wizards have solved the problem of making a plastic barrel, firing plastic cartridges and bullets and using plastic return springs, we may have a problem; but not yet, Oh Lord, not yet.""
"
9,2,gay marriage,-3.857143,246697,247007,885,123,834,"I for one am all for gay marriage. I am not gay but my uncle is and I do not see anything wrong with that. People who are gay are not broken. They still put they're pants on one leg at a time. I for one think that the conservatives have the wrong idea about gay marriage
","First of all, we are supposed to be introducing ourselves, not starting up a topic. But let me kill two birds with one stone here.
Hi everyone, I'm new here. And I love to debate. I got kicked out of one debate, because I won the debate on linguistics, and the girl got mad, because she lost, and banned me from the froum. Hopefully no one here is as immature as that. But anyway, thats my story, I'm glad to be here. And I'm ready to debate. And here is my first victim.
I'm against gay marriages. Why?! Because in order to mantain a healthy environment for children.(which they always seem to want to adopt) there has to be a healthy relationship. Now a child grows up, and sees two men/women dating eachother. That can confuse the child as to whether they should also be gay. It is not only harmful to the family environment, but also to society. And don't hand me that,"" My uncle is gay."" Stuff. I had(he passed away) a gay uncle, have three gay cousins, and a gay aunt. Not my whole family is not gay, but it seems like I have quite a few in my family. Now I don't support what they do. Even though I love them because they are my family, I would not support them if they were to marry.
"
9,3,climate change,2.8,336642,336656,11942,4F,-1,"Erm... we are? Levels of CO2 in the atmosphere are usually quoted as parts per million, currently a little over 380ppm, 150 years ago closer to 280. In 1970 about 330ppm.
 Carbon dioxide in the Earth's atmosphere - Wikipedia, the free encyclopedia","You've forced me to get out of my chair and dig through the bookshelf. :)
 
 Hardcopy Funk and Wagnalls copyrighted 1954 -1956 reads as follows:
 
 'Other atomospheric gases are argon, 9400 ppm; ... neon 18 p.p.m.; ... xenon. 0.09 p.p.m. The carbon-dioxide content of the air is about 0.03 percent by volume. Although it may be subject to slight local variations, this percentage is maintained nearly constant by carbon dioxide dissolving into or evaporating from the waters of the oceans. The carbon dioxide content of sea water is about a thousand times as great as that of the atmosphere.'
 
 Wikipedia is a handy tool but I don't give them credit for understanding what the reality of our atmosphere was 65 years ago - let alone 150 years ago. 
 
 Now these ppm readings: What is the 0.03% comparison?"
9,4,abortion,-4,143667,144334,5620,4F,-1,"Like, I said, I can't take men's position on abortion seriously b/c they can spout off all they want; however their viewpoint must be affected somewhat by the fact that they will never actually have to make the decision themselves. 
 
 As far as circumcision...um...who cares? :) J/k. I really don't know what to think about that. Never given it alot of thought, as I've never had a penis, don't plan on growing one, and therefore I can't have a valid point of view. Do whatever feels best to you. Get my drift?
 
 Hey, you two, Clerisian and Steeeve, quit arguing semantics. Geesh! emoticon_xclown","Hmmm... so, barren women can not have a valid point of view nor women in the stage of menopause because it does not affect them personally. Perhaps you should tell the moderator to institute women only Forums, men only Forums, gays only Forums.... etc"
9,5,evolution,4.4,183107,183187,3081,123,2066,"So, you think there is a God? Bad design does not equate to no design. It really is a poor argument.
Much of the force of Darwin's arguments deal with bad design. I invite anyone to post any of Darwin's arguments that specifically outline his case against design because of ""bad"" design.
That said, consider this, your car is said to operate at 25% fuel efficiency. One could claim then the car is 75% bad design, therefore it is not designed, and if it is, certainly not by anyone of any intelligence.
Your audio CD's have Reed-Solomon error correction because the read/write process is full of errors that need correcting. Cleary this is ""bad design"" that engineers would create read/write heads that make so many errors in the first place. Same with modems and host of other devices. Clearly if in the remote chance these bad designs are evidence of design, the designers must be clueless!
Poorly designed dramas have villains and heroes. Clearly a drama (even a divine drama) is poorly designed if it has villains in the story. All the characters should be Pollyanna and there should be no great tragedies on the road to a happy ending. Life and the Divine drama, like CD's and cars, are clearly not designed, or at least not designed by anyone with intelligence, because of all the bad design woven into the designs.
The reason audio CD's have so many read/write errors which are corrected Reed-Solomon error correction (somewhat like us reading someone's writing and mentally correcting spelling and grammar errors) is that it is the most optimal way to get as much data on a CD as possible. The tightest packing of data implies the highest amount of errors based on the Shannon capacity theorem.
The Mp3's and JPEGS are even more ""error"" prone in that they are inexact representations of the original sound or picture, but the goal was not fidelity but compactness.
A similar consideration is for the 75% inefficiency for cars. The goal is for higher acceleration and agility and cost, etc., not fuel efficiency.
The point is ""bad"" design, in the grand scheme of things, might not be bad design after all.
The high rate of sickness and death, the eventual death of the universe as predicted by the 2nd law of thermodynamics are not evidences that the Designer is unwise, any more than the many errors in the read/write process of audio CD suggests the engineers of those devices are incompetent.
Origin of Species Chapter 13:
There is another and equally curious branch of the present subject; namely, the comparison not of the same part in different members of a class, but of the different parts or organs in the same individual. Most physiologists believe that the bones of the skull are homologous with that is correspond in number and in relative connexion with the elemental parts of a certain number of vertebrae. The anterior and posterior limbs in each member of the vertebrate and articulate classes are plainly homologous. We see the same law in comparing the wonderfully complex jaws and legs in crustaceans. It is familiar to almost every one, that in a flower the relative position of the sepals, petals, stamens, and pistils, as well as their intimate structure, are intelligible in the view that they consist of metamorphosed leaves, arranged in a spire. In monstrous plants, we often get direct evidence of the possibility of one organ being transformed into another; and we can actually see in embryonic crustaceans and in many other animals, and in flowers, that organs which when mature become extremely different, are at an early stage of growth exactly alike.
How inexplicable are these facts on the ordinary view of creation! Why should the brain be enclosed in a box composed of such numerous and such extraordinarily shaped pieces of bone? As Owen has remarked, the benefit derived from the yielding of the separate pieces in the act of parturition of mammals, will by no means explain the same construction in the skulls of birds. Why should similar bones have been created in the formation of the wing and leg of a bat, used as they are for such totally different purposes? Why should one crustacean, which has an extremely complex mouth formed of many parts, consequently always have fewer legs; or conversely, those with many legs have simpler mouths? Why should the sepals, petals, stamens, and pistils in any individual flower, though fitted for such widely different purposes, be all constructed on the same pattern ?
On the theory of natural selection, we can satisfactorily answer these questions.
Homology was a pre-darwinian idea with the term coined by Owen who rather despised Darwin and his ideas.
Darwin tries to argue why a Designer would not use the same for the same function. He says homology is evidence of an unwise design. The premise is a Creator wouldn't be so inefficient.
But, unless one has a handle on the teleological goal, one is free to fabricate all manner of ""bad design"" arguments (for example read/write errors in audio CD's or fuel inefficient cars).
The Biotic Message Theory suggest the teleological goal for biotic reality is to communicate to humans that there is one Designer and author of life, and that life could not have evolved. Like a great novel, the ""imperfections"" of biology are part of a larger plot.
It is turning out, Darwin's argument from homology is a concept in crisis.
","Originally Posted by IM2L844
I'm not assuming anything. In the arguements from homology Darwinists choose only examples that support what they assume to be evolutionary relationships while ignoring examples that do not support the TOE. This fact is well recognized. It is the very reason that the idea of convergent evolution was invented.
Walking-fish:
This is the old saw that homology involves a circular argument, which is usually stated as so: "" Common descent implies smilar structures and similar structures imply common descent"". The tacit assumption here is that similarity in structure is the only line of evidence for common descent. It is not. The evidence for common descent occurs prior to that for homolgy and can stand on its own.
Common descent is evidenced by examples of preadaptation &amp; exaptation in the fossil record, along with biogeography and embryology as well as genetics. Homologous traits must also appear in nested groupings, rather than at random. Taxonomists use terms like monophyletic &amp; paraphyletic to describe these nested groupings, and to distinguish them from the polyphyletic pattern seen with non-homologous similarity in structure.
OK!... Enough with the big words. Here's how it all pans out in practice. Let's put this all together to show how the wings of birds &amp; bats are homologous as forelimbs, but only analogous as wings. It isn't hard to see that nearly all land-dwelling vertebrates have four limbs, two notable exceptions being snakes &amp; whales which still have vestigial hindlimbs (whales having evolved from land dwelling mammals in the first place). A nested hierarchy of traits makes the common descent of forelimbs in bats &amp; birds obvious: vetebrae, notochord, amnion, radial indeterminate cleavage in the embryo etc... along with fossil evidence for common ancestry with reptiles.
But as for wings, there is no homology between birds &amp; bats. Beside fossil evidence for independent origins for these wings, and obviously different structures to the wings (involving 4 fingers for bats and no fingers for birds), there is the lack of evidence for nested grouping here. Bats are obviously more closely related to other mammals than they are to birds, so the possibility of common ancestry is ruled out. Wings are therefore a polyphyletic trait with respect to birds &amp; bats.
You can also use this reasoning to show how analogous structures shared by placental ant-eaters &amp; their marsupial counterparts in Australia show no signs of homology, because common ancestry is ruled out. That is , the placental ant-eaters have much more in common with other placentals than they do with the marsupial ant-eater. This is also confirmed by biogeography, since marsupials are almost exclusively, save for the oppossum, limmited to Australia. A close look at the anatomy of the skull will also show that similar structures for eating ants were derived independently. So, let me reinterate... COMMON ANCESTRY IMPLIES HOMOLOGY, and NOT the other way around.
"
10,1,gun control,4.333333,320534,320540,10458,123,533,"Feel like proving this? Especially in respect to the USA?
You also forgot about this bit.
So? The majority of most people aren't criminals, and follow most laws. How is this different?
How... tautological. And entirely irrelevant.
If murder was legal, would you support a cause to make it illegal? How would you stand up against the argument (that 'criminals won't follow laws')?
From history, prohibition of any item has reduced availibility of said item. We've been over this many many times before...
","If that were the case then the Prohibition of alcohol would've been a terrific success and we'd still be a dry nation to this day. But Prohibition didn't reduce the availability, it just created a black market demand for the stuff and crime grew out of control.
And you continually refuse to learn the facts of the matter.
"
10,2,gay marriage,-3.833333,296498,296502,3951,123,5902,"And if I google ""christian loch ness monster"", I'll get some hits too...
None of the gays here are calling it a ""right"".
You're trying to make hay out of thin air on the issue of what it is ""called"".
The actual ""right"" involved is the right to EQUAL PROTECTION. A constitutional right which mandates that people are free from unwarranted discrimination.
And preventing gays from adopting is clearly unwarranted.
1) Gay adoption does not ""follow"" gay marriage.
Gay adoption is legal in the vast majority of states. I believe ONLY Florida outlaws it.
And even then, Florida allows gay FOSTER parents, which helps demonstrate the stupidity in the system.
2) It's not ""experimenting"".
It's proven that gays are just as capable, and there are NO INHERENT PROBLEMS to kids by being raised by gay parents.
http://www.apa.org/monitor/dec05/kids.html
The only ""experiment"" here is by some who insist that we should take kids adopted by gays away from good parents.
It would obviously result in many more orphans, and it's downright selfish and foolish of some to put their prejudice above the good of the children.
So claimeth the troll.
Proven wrong by NUMEROUS research articles.
http://www.apa.org/pi/l&amp;gref.html
""absolutely unnecessary""?
What world do you live in?
In the real world, there are MORE orphans out there than are being adopted.
By removing gay parents as potential adoptive parents, you are INCREASING the number of orphans in the U.S. today.
On the flip side, your plan is ""absolutely unnecessary"" as you have not presented ANY REAL reasons for why gays shouldn't be able to adopt.
You've ignored the mounds of evidence and research which shows that gays are just as good parents as straights.
","typical strategy of the gay movement when challenged, resort to name calling ""trolls"" bigot etc, - project this form of abusive behavior on the adopted child who rebels against his gay 'carers' once he understands the reality of a heterosexual world.
Placing children with gay couples is unnecessary and harmful - if group homes are the only alternative then it is argued such environments are more healthy and indeed normal than farming kids out to gays
"
10,3,climate change,3.8,31630,35318,231,123,1827,"As far as the temperature 4000 yrs ago, it is generally accepted that they were higher. It is also generally accepted that CO2 levels were much higher, which was the cause of the increased global temperatures.
As far as the ice caps melting, they were much smaller then than they are now. Much more of the world was under water at the time.
I think it is pretty well established that increased CO2 levels will increase temperatures on earth. This has been tested on smaller scales in laboratories. There is nothing to suggest that the results of these experiments would not be scalable to the planet as a whole.
As far as the majority of o2 being generated by oceanic plants, it would be difficult or the environmentalists to talk people into ""adopting"" a patch of seaweed. Trees are big and beautiful. Seaweed is yucky and slimy,
There is a school of thought that says that the oceanic flora that provides the majority of our breathable oxygen is dying due to polution of the ocean. I haven't yet seen any hard numbers on this, so I personally am reserving judgement on this until more research is done.
I think that the dire predictions of ""the end of the world"" are a l little overstated. It is not the end of the world we are talking about, just the end of the world as we know it. This could allow self corection of the environment of a sort. Last time the global average temperature was 10 degrees higher than it is now, the eastern seaboard was underwater, as was the majority of California. See? The 2 larges polluting regions on the planet underwater. Nevada was a nice lake with all manner of aquatic life.
It was all still there, though. Just different.
","The average global temperature follows a sinusoidal pattern, the general consensus is we are supposed to be approaching a peak. Projections show that instead of peaking, there will be continue to be an increase in average global temperature which exceeds that of the peak 4000 years previous.
Your lungs depend on partial pressure to oxygenate your blood. A change in percentage concentration will result in a change in partial pressure. This affects how we breathe. Projections show that with global warming there will be a vast increase in ocean cloud coverage, resulting in inhibited growth and photosynthesis of ocean plants, resulting in a lower yield of O2 on average.
The other forest does not photosynthesize all year round, the other forest is also in just as much danger as the rainforest. For some reason, radical environmentalists choose to place undue emphasis on the de-forestation of rainforest rather than global forest as a whole.
Ice is stilll ice at -30 or -40. I agree with your point that the earth will not flood, however, your justification is bogus. You also forget that with a temperature increase comes an increase in volume, its not the ice that people are worried about. Furthermore, certain currents are based on regional ocean temperatures and are responsible for the moderate climates in various areas (Britain for one).
Some references please? In general, it seems that most climatologists agree that severe weather systems will occur more frequently with an increase in average global temperature. (ref:http://www.grida.no/climate/ipcc_tar/wg2/061.htm#1434)
And down south wear the majority of people live, they aren't. The people in Siberia won't be too happy when their food source dries up.
The amount of atmospheric greenhouse gases (CO2 is not the only greenhouse gas) threatens to snowball because of the rapid depletion of available carbon sinks and the consumption of existing ones. The MAIN problem with de-forestations is NOT that the trees are no longer removing CO2 from the atmosphere, but our use of them is adding CO2 to it (burning, etc.) and the other sources we could turn to to remove it are also being used up. Methane hydrates in the polar seabeds threaten to rapidly increase the amount of atmospheric greenhouse gases as soon as the temperature increases enough to destablize the ice crystals holding them in place.
The temperature increase will hamper growth about as much as the CO2 increase will help it.
Looking at it from an economic perspective climate change on the scale that the greenhouse effect is causing will do nothing good.
"
10,4,abortion,-4,111134,111139,4912,4F,-1,"However Christian theology and history have disproven this time and time again. In fact, Christianity's supposed stance against abortion is only very recent. For hundreds of years Christianity openly supported abortion before quickening. It is a dirty little secret that the ideological masters of the Christian-Con movement hope you never find out about because it would destroy them.",You crack me up.
